isDGA,domain,length,digits,entropy,vowel-cons,firstDigitIndex,ngrams
dga,qcyimjtdqgkn,12,0,3.418295834054489,0.09090909090909091,0,736.820707070707
dga,dkdnvrvvfhwj,12,0,3.0220552088742,0.0,0,587.3989898989898
dga,oaqmwxjwfblt,12,0,3.418295834054489,0.2,0,660.3282828282828
dga,rxiemsxcabdis,13,0,3.238901256602631,0.4444444444444444,0,1289.0596348096349
dga,rbpnjisr,8,0,2.75,0.14285714285714285,0,1210.7777777777778
dga,3hmd8c1dxpy3hcx4v0t1n6auy4,26,9,4.085055102756476,0.13333333333333333,1,491.52358974358975
dga,1a2i38r1h2o30sx32d6wnpdowl,26,11,4.026986833359286,0.36363636363636365,1,611.0700854700855
dga,irrvopwkcysbezljfydzhaqdmhh,27,0,4.2824842613426,0.17391304347826086,0,801.5325166191833
dga,baoqksjchutm,12,0,3.584962500721156,0.3333333333333333,0,853.0409090909092
dga,1gqok7710nnz5u24m2rlwzcbal,26,9,4.23890125660263,0.21428571428571427,1,551.6777777777778
dga,10dw18h6vdu8y1j3zqqj1l9ss3o,27,11,4.014146761422729,0.14285714285714285,1,366.2578347578348
dga,mhtnkeqgtqyjuka,15,0,3.5068905956085183,0.25,0,831.6059829059828
dga,xfgbyvak,8,0,3.0,0.14285714285714285,0,505.8214285714286
dga,pnpzxpraqwkdvlvmbprxizpbrw,26,0,3.686419411348773,0.08333333333333333,0,724.217264957265
dga,joingold,8,0,2.75,0.6,0,1258.3710317460316
dga,4mybo2t1z98v1jp46ew3x4201,25,13,4.1834651896016455,0.2,1,333.57746376811593
dga,hdunigpfbitv,12,0,3.418295834054489,0.3333333333333333,0,961.6530303030304
dga,septembercloth,14,0,3.3248629576173574,0.4,0,1519.8025030525032
dga,yexttjcsrqsluy,14,0,3.378783493486176,0.16666666666666666,0,1039.5494505494505
dga,1itta5p1ocxvhr1wtb2dn1gmaagd,28,6,4.039148671903071,0.29411764705882354,1,848.7109618776285
dga,yimbnrhybvqw,12,0,3.2516291673878226,0.09090909090909091,0,688.7085858585859
dga,14wa72y1a4sr1h1fwbq8koedgqo,27,9,4.088220835496803,0.38461538461538464,1,599.8497815764482
dga,1on1rer154d05g1qdyjer1mqiojm,28,9,3.72290749432188,0.35714285714285715,1,784.8600936100937
dga,morwkbwobrcbaxconvcyttg,23,0,3.6424896731661263,0.21052631578947367,0,955.2677708764667
dga,tqaodkhdltoot,13,0,2.8150724101159437,0.4444444444444444,0,1122.7536907536908
dga,ptdrtbilwvnlokc,15,0,3.6402239289418516,0.15384615384615385,0,1054.9583638583638
dga,nrtrsdeyucxsplukcefaskytnr,26,0,3.7962176025900556,0.23809523809523808,0,1216.3114957264959
dga,spotroll,8,0,2.5,0.3333333333333333,0,1421.0555555555557
dga,knxqgeerrhed,12,0,3.0220552088742005,0.3333333333333333,0,1306.3393939393939
dga,kfusgxajkakdx,13,0,3.0269868333592873,0.3,0,663.7449494949495
dga,cwwitxweowbjbn,14,0,3.09306920777189,0.2727272727272727,0,860.1456043956044
dga,dvbuhstmpouw,12,0,3.418295834054489,0.3333333333333333,0,837.7363636363638
dga,rvcrgdmrwhzxibcmztmbltdmmj,26,0,3.6864194113487736,0.04,0,794.0460256410257
dga,humanlift,9,0,3.169925001442312,0.5,0,1188.501322751323
dga,gxksyrmdctxphiapxpsy,20,0,3.6464393446710153,0.1111111111111111,0,871.9019493177389
dga,ovqvapvcpjxis,13,0,3.180832987205441,0.3,0,802.4642579642581
dga,fvatgpqwclpx,12,0,3.418295834054489,0.09090909090909091,0,725.4954545454544
dga,xwxmmrztqsmvdifbyhvkmraqem,26,0,3.9462227768165983,0.13043478260869565,0,768.3295299145298
dga,madewore,8,0,2.75,1.0,0,1588.6666666666667
dga,qonwsurecqma,12,0,3.418295834054489,0.5,0,1211.0146464646464
dga,uzrwiswxkgpfyxn52i1ukrkhm,25,3,4.053660689688185,0.2222222222222222,16,639.6263768115942
dga,abc158d56eeef544ef21daaaa9feb144,32,14,3.4536267670198737,1.25,4,823.6487007168458
dga,tsyodcpvonpmidc,15,0,3.3735572622751846,0.25,0,1104.1798534798534
dga,pjwsvgmsrvnn,12,0,3.084962500721156,0.0,0,920.381313131313
dga,dpfnigcqittyhqr,15,0,3.506890595608519,0.15384615384615385,0,985.3228327228327
dga,1opqxm11xku6tv13xtrtt18exygt,28,8,3.692380602454975,0.17647058823529413,1,629.7758784425451
dga,withbqguksdq,12,0,3.418295834054489,0.2,0,740.0282828282828
dga,hdifledvueisc,13,0,3.238901256602631,0.625,0,1294.795843045843
dga,hdqesqdiuvvfrpa,15,0,3.5068905956085183,0.36363636363636365,0,966.6263736263736
dga,foxhndkbdseb,12,0,3.2516291673878226,0.2,0,932.1696969696969
dga,oudjtyov,8,0,2.75,0.6,0,851.4761904761905
dga,nymjfcnicxyu,12,0,3.084962500721156,0.2,0,815.6353535353537
dga,itohetciikjqpcmjfhqjrxcijr,26,0,3.59448250651942,0.3,0,942.7473931623932
dga,eqsfcoknmbuthvxquvu,19,0,3.7871439606981387,0.35714285714285715,0,791.6945877766311
dga,plbxgbmduasxg,13,0,3.238901256602631,0.18181818181818182,0,746.4312354312355
dga,wunhyfltomimg,13,0,3.546593564294939,0.3,0,913.1796814296813
dga,evvcewytorhlc,13,0,3.238901256602631,0.3,0,1152.5998445998446
dga,ajjpeymqkxssjoc,15,0,3.456564762130954,0.25,0,839.3796092796092
dga,15luj5sxy9z5j3elh5uftba90,25,9,4.003856189774723,0.3333333333333333,1,522.7642270531401
dga,kexngyjudoptjv,14,0,3.6644977792004623,0.2727272727272727,0,818.2814407814408
dga,mnlyklnpmoaoe,13,0,3.085055102756477,0.4444444444444444,0,1170.1561771561771
dga,13kwgxh1k5wdpi1pm7zv715p3nau,28,10,3.994680368408908,0.2,1,422.285816035816
dga,djjyqgbcusqutc,14,0,3.2359263506290326,0.16666666666666666,0,656.1285103785104
dga,ixdeythowshsj,13,0,3.392747410448785,0.3,0,1060.5499222999222
dga,cihutkvkgmdyntgrkkvkfup,23,0,3.670968891951065,0.15,0,740.2292176422611
dga,dreamcolor,10,0,2.9219280948873623,0.6666666666666666,0,1531.8592592592593
dga,triedeasy,9,0,2.94770277922009,0.8,0,1783.2896825396826
dga,jxvqpcvphikofrbalw,18,0,3.94770277922009,0.2,0,716.0709422657951
dga,yqfxjerlehoe,12,0,3.188721875540867,0.5,0,1149.148484848485
dga,lookgreen,9,0,2.725480556997868,0.8,0,1559.2936507936508
dga,10eilodq5r9wu1h2mnid186luf8,27,10,4.208410187268527,0.5454545454545454,1,669.141918328585
dga,axjmhkjadjr,11,0,2.845350936622437,0.2222222222222222,0,703.605387205387
dga,cyctfueygubiypxwmjnibcq,23,0,3.849223912390625,0.2777777777777778,0,804.2964740573437
dga,bsyhkkhgtewqw,13,0,3.238901256602631,0.08333333333333333,0,714.0738150738152
dga,sundaynovember,14,0,3.521640636343319,0.5555555555555556,0,1372.8195970695972
dga,vaewhakifdpc,12,0,3.418295834054489,0.5,0,1017.7772727272727
dga,nrmvcxbfqvfojlo,15,0,3.506890595608519,0.15384615384615385,0,714.5079365079364
dga,musicelse,9,0,2.725480556997868,0.8,0,1624.2824074074076
dga,1gy1xqkuhqzj8p19y312s8mhx,25,9,3.9238561897747233,0.06666666666666667,1,257.48611111111114
dga,rockguess,9,0,2.9477027792200903,0.5,0,1360.4748677248676
dga,xafdoovwrwutc,13,0,3.3927474104487847,0.4444444444444444,0,897.3205128205128
dga,nfvehpbgujpxb,13,0,3.3927474104487847,0.18181818181818182,0,684.1144133644134
dga,visithigh,9,0,2.4193819456463714,0.5,0,1275.832671957672
dga,dpoyyjvgwqpvo,13,0,3.0850551027564768,0.18181818181818182,0,558.8696581196581
dga,hwfpiibgkinptuy,15,0,3.456564762130953,0.36363636363636365,0,924.3636141636142
dga,qnjsbymejpkku,13,0,3.3927474104487847,0.18181818181818182,0,712.6800699300699
dga,phpghxskgettphihxkkvci,22,0,3.299896391167891,0.15789473684210525,0,850.196608946609
dga,rutgiarrwalcm,13,0,3.180832987205441,0.4444444444444444,0,1297.0911033411032
dga,kbqwdecxxsut,12,0,3.4182958340544896,0.2,0,813.8949494949494
dga,ftxjprwxslrkl,13,0,3.238901256602631,0.0,0,806.6688034188036
dga,llcuslxdls9jv2hxzi160gin3,25,6,4.083856189774723,0.1875,11,715.4154830917873
dga,petwimamfpvsmfaaa,17,0,3.1018812234760182,0.5454545454545454,0,1162.4615196078432
dga,geemcypvbzpcmdyrgpqozxhy,24,0,3.772055208874201,0.14285714285714285,0,753.8876262626263
dga,fadcprmegbqil,13,0,3.7004397181410926,0.3,0,1067.4578477078478
dga,qkmjnvkzjvtjzgitskxkjnfeb,25,0,3.683856189774723,0.08695652173913043,0,663.2162801932367
dga,sightgift,9,0,2.5032583347756456,0.2857142857142857,0,1208.0608465608466
dga,ykfnyenpkpmusc,14,0,3.2359263506290334,0.16666666666666666,0,926.1843711843712
dga,mehhtxrdmflij,13,0,3.3927474104487847,0.18181818181818182,0,969.0736208236207
dga,5jyah6n6971zsmak31d2jt4m,24,10,4.16829583405449,0.16666666666666666,1,497.50016469038206
dga,womfgizpmbtajvfefausdvwlhqhq,28,0,4.208966082694623,0.2727272727272727,0,775.8963844797178
dga,uqdruplruuohb,13,0,2.9312089489103235,0.625,0,840.8084693084692
dga,74tn5tz7dbqb1xonwhxxi1hs0,25,7,3.973660689688185,0.125,1,593.8134782608696
dga,dcuuiglvv,9,0,2.725480556997868,0.5,0,815.1541005291006
dga,ev3z6ay8illj114ebd11oedm7r,26,9,4.056020968057881,0.5454545454545454,3,784.500641025641
dga,fnhohxlhkybnagbijcto,20,0,3.7841837197791888,0.25,0,880.9819688109161
dga,qxds8u1pex7841ifsza7xoceef,26,7,3.9500637564362093,0.5833333333333334,5,795.5266666666666
dga,gxpcyhgmengai,13,0,3.334679141051595,0.3,0,1050.420745920746
dga,bceidnalgels,12,0,3.2516291673878226,0.5,0,1485.9727272727275
dga,mutzba1k13vr0mw9073owlem2,25,9,4.133660689688185,0.3333333333333333,7,575.3259903381643
dga,i5ep531lfuanc1ytynl1mmkio4,26,7,4.056020968057881,0.46153846153846156,2,844.1373076923077
dga,ujovjxtlvshmc,13,0,3.3927474104487847,0.18181818181818182,0,729.9794094794096
dga,71af3f42ab8f85a67ee1b2cfaeafd912,32,15,3.641126767019874,0.8888888888888888,1,656.8596326164875
dga,mooevweurgwsfto,15,0,3.32323142879762,0.6666666666666666,0,1172.4843711843712
dga,wmnlmnmyorspuwg,15,0,3.32323142879762,0.15384615384615385,0,937.9065934065934
dga,1goalbzgjn37dmxctnfvib5w2,25,5,4.403856189774722,0.17647058823529413,1,672.5241062801932
dga,xsfauihmebeif,13,0,3.238901256602631,0.8571428571428571,0,1188.3545066045065
dga,okshiegjianzi6fo1rsmwnkq,24,2,4.053508854797679,0.4666666666666667,14,1021.4684892402285
dga,aqbudetjhwsrkhculsovkha,23,0,3.9690016298759936,0.35294117647058826,0,950.1869314260617
dga,gqrfyleealpoiff,15,0,3.3232314287976203,0.5,0,1152.0540903540902
dga,uqetaqihylyri,13,0,3.238901256602631,0.625,0,1132.0075757575758
dga,p35dbg3ne4u27gqnxk1ach2yj,25,8,4.323856189774723,0.21428571428571427,2,552.8202657004831
dga,dpxrwvumbqdn,12,0,3.418295834054489,0.09090909090909091,0,661.6424242424242
dga,klnrvjjglpvgo,13,0,3.085055102756477,0.08333333333333333,0,736.2542735042734
dga,u9iswiifp54bd1vpp0lnexx9,24,6,4.022055208874201,0.38461538461538464,2,739.3055006587615
dga,jgfvhlgrausleh,14,0,3.3787834934861767,0.2727272727272727,0,989.3177655677655
dga,1ljl1efyn49mwz3ccyv1o1dibz,26,7,4.085055102756476,0.1875,1,587.205170940171
dga,5jvc23ry2zp31yesh86tzico1,25,9,4.163856189774723,0.23076923076923078,1,631.9743961352657
dga,hhmrciktwpeoew,14,0,3.378783493486176,0.4,0,1120.2164224664227
dga,1dlamnb1jbo10r4yeud6ylrmuv,26,6,3.979097891134804,0.3333333333333333,1,736.6591452991452
dga,5mvpg51kwg7q31enbhv215n33z4,27,12,4.004344446367528,0.07142857142857142,1,386.018081671415
dga,tlgngurtirqx,12,0,3.084962500721156,0.2,0,1153.1934343434343
dga,nolybyhligaardwwqbmp,20,0,3.821928094887362,0.25,0,911.2637426900586
dga,btutgkppsairq,13,0,3.3927474104487847,0.3,0,1054.1604506604506
dga,doumcvadlqdb,12,0,3.188721875540867,0.3333333333333333,0,842.7979797979797
dga,dgehiucmzvkdyaehdcwcdsw,23,0,3.708132064658602,0.2777777777777778,0,919.6281134324613
dga,gaddwiyspjiiyq,14,0,3.182005814760214,0.4,0,939.8507326007325
dga,cs1i883dzg9j6yfy6t1mdzsj1,25,9,3.893660689688185,0.06666666666666667,3,476.57722222222225
dga,uponiron,8,0,2.5,1.0,0,1512.517857142857
dga,guwhydrulpgrbe,14,0,3.378783493486176,0.2727272727272727,0,894.1040903540902
dga,129gtepj34erhuqy8cr1qdk554,26,10,4.238901256602629,0.23076923076923078,1,599.0428205128204
dga,fcxeubngdxkg,12,0,3.2516291673878226,0.2,0,762.1974747474748
dga,riohsdowhyhp,12,0,3.0220552088742,0.3333333333333333,0,1002.0414141414141
dga,lkrhrwjawgcwnqt,15,0,3.4565647621309536,0.07142857142857142,0,824.6
dga,lgfgyqhwkttxol,14,0,3.378783493486176,0.07692307692307693,0,694.0677655677656
dga,opmsxbliqxask,13,0,3.3927474104487847,0.3,0,928.0464257964259
dga,epjubhrxjqschfwjrrr,19,0,3.4713544870139277,0.11764705882352941,0,818.895826166724
dga,abwvsuxaksophu,14,0,3.3787834934861767,0.5555555555555556,0,882.7112332112332
dga,souoxguglfijgmyjngiuoijtcxbeeq,30,0,3.872905595320056,0.5789473684210527,0,960.9420361247948
dga,edidlkdgonqxh,13,0,3.334679141051595,0.3,0,1018.9590132090133
dga,wdtmgrmgnjlokf,14,0,3.521640636343319,0.07692307692307693,0,827.46336996337
dga,eifnkusc,8,0,3.0,0.6,0,1253.970238095238
dga,1l21w8u1we86um1kprq56vfo41o,27,12,3.9545304475546996,0.5,1,449.5565052231719
dga,udokeveglhffdtt,15,0,3.3735572622751855,0.36363636363636365,0,1045.3884004884005
dga,wwdogvftityyjcu,15,0,3.506890595608519,0.25,0,798.4747252747252
dga,bniwmlhwxngu,12,0,3.2516291673878226,0.2,0,810.9853535353536
dga,suitnurntwwu,12,0,2.688721875540867,0.5,0,1218.7257575757574
dga,ljghuky,7,0,2.807354922057604,0.16666666666666666,0,492.23015873015873
dga,mpwesvpdtteknb,14,0,3.378783493486176,0.16666666666666666,0,1161.3937728937728
dga,unfywjeormrbmox,15,0,3.5068905956085192,0.36363636363636365,0,934.9990231990231
dga,2t8gzn1dvsvtsxsy6b1l3r6xg,25,7,3.973660689688185,0.0,1,647.5144444444444
dga,fkwvlf1bsjxpa1neyscu15z8i8f,27,6,4.254525464966177,0.23529411764705882,7,648.0746248812916
dga,dasmafkgimtipot,15,0,3.3735572622751855,0.5,0,1223.0395604395605
dga,owhk9e1xiftb611a933s1fsnb8t,27,10,4.014146761422729,0.3076923076923077,5,674.8417853751188
dga,bbypsmbuvpyckr,14,0,3.182005814760214,0.07692307692307693,0,674.9307081807082
dga,ubifnwlprjpa,12,0,3.4182958340544896,0.3333333333333333,0,933.8323232323233
dga,ekslaiocgvnwl,13,0,3.5465935642949384,0.4444444444444444,0,1218.5759518259517
dga,wgilljojytpvnftspixxzleil,25,0,3.813660689688185,0.25,0,978.1872705314009
dga,jy4m6w1cd4enxlby5g7asnkuf,25,6,4.403856189774723,0.1875,3,655.6450483091787
dga,almdne1h85wth1to2gmaa397mg,26,8,4.026986833359286,0.38461538461538464,7,805.3154273504273
dga,eqfmnsxmujog,12,0,3.418295834054489,0.3333333333333333,0,873.8439393939393
dga,drotwoylf,9,0,2.94770277922009,0.2857142857142857,0,1014.4398148148148
dga,sbpyqqfnlqeieci,15,0,3.323231428797621,0.36363636363636365,0,1084.6684981684982
dga,cfrxowcdymuf,12,0,3.2516291673878226,0.2,0,711.4808080808081
dga,qxdpveaudlmi,12,0,3.418295834054489,0.5,0,977.1151515151515
dga,uyjpqrlvpojsi,13,0,3.3927474104487847,0.3,0,820.5277777777778
dga,i3wukceooawp1mlutz11e7qbm0,26,6,4.132944044980958,0.6666666666666666,2,763.6247008547008
dga,tsxcerjrnivf5uihegn6jzw,23,2,4.088779347361362,0.3125,13,1010.9196938327374
dga,kggnouootkqsroa,15,0,3.106890595608518,0.6666666666666666,0,1111.4297924297923
dga,yfyutv1vg72hc31u70x1kmk21e,26,10,3.931208948910322,0.23076923076923078,7,393.12205128205125
dga,gr9qlfy8m85z1m2n55112ctcma,26,11,3.9210296217376146,0.07142857142857142,3,507.85897435897436
dga,bnehwctfgeoaha,14,0,3.378783493486176,0.5555555555555556,0,1228.7689255189255
dga,1vxhrnj13j9jd0ak1psb6xcs11,26,9,3.917188642118003,0.0625,1,490.63589743589745
dga,ethruwdexnls,12,0,3.418295834054489,0.3333333333333333,0,1289.2949494949496
dga,rlok6w17di79z1qdy83e71c0ra,26,11,4.18083298720544,0.36363636363636365,5,610.9216666666667
dga,yo7o3t9fw2401al585i2ptdrr,25,11,4.243856189774723,0.4,3,665.7438888888889
dga,iaiggepwklst,12,0,3.2516291673878226,0.5,0,1270.2025252525252
dga,yohytofuhkfg,12,0,2.9182958340544896,0.3333333333333333,0,688.5515151515151
dga,popdnsfcqoau,12,0,3.2516291673878226,0.5,0,1040.0540404040403
dga,kbmvepysviqemj,14,0,3.3787834934861767,0.2727272727272727,0,893.185286935287
dga,hkp1381f7wqog1j9azrm15yi2o0,27,11,4.3845171317931,0.3333333333333333,4,433.8698955365622
dga,12bkuoslurwdylhhk9f1may94z,26,6,4.161978179679553,0.25,1,570.4809829059828
dga,spendserve,10,0,2.6464393446710153,0.42857142857142855,0,1758.3842592592591
dga,a2g5q9saguym1dpr5dlmkv3xb,25,6,4.243856189774723,0.1875,2,599.5971256038647
dga,knaucmytvwhakth,15,0,3.3735572622751855,0.25,0,883.0166056166055
dga,obtvwvsmvucj,12,0,3.188721875540867,0.2,0,713.7590909090909
dga,pnlrgcqpnxsdtwogvkbajrtc,24,0,4.084962500721157,0.09090909090909091,0,936.669521299956
dga,1chob2liqu89d1sur5mdmqy6e5,26,8,4.23890125660263,0.38461538461538464,1,666.1072649572649
dga,4y2nre346cnz1ajnq4g1o6ejsn,26,9,3.9021748142117274,0.3076923076923077,1,789.009829059829
dga,cloudcross,10,0,2.7219280948873625,0.42857142857142855,0,1309.0657407407407
dga,13lvzq01lcrl841d3ibj2z9lng,26,10,4.05602096805788,0.06666666666666667,1,499.72205128205127
dga,1407eqyidi4xfnkhymdcz37kw,25,7,4.163856189774723,0.2,1,544.1671014492753
dga,f8wcpo154522zjl7xkv1ucwyca,26,9,4.2098671219040344,0.21428571428571427,2,408.22512820512816
dga,rrigvggvgfrfpu,14,0,2.610577243331642,0.16666666666666666,0,847.9285714285714
dga,hunqkybrpuhcru,14,0,3.182005814760214,0.2727272727272727,0,762.2875457875457
dga,sfmnvoddeprlr,13,0,3.392747410448785,0.18181818181818182,0,1201.3824786324785
dga,mzkvgyorugeplrdqiftscucaq,25,0,4.243856189774723,0.3157894736842105,0,958.7646618357488
dga,mnr1ol1jlc2qe1iksfm016s2w6l,27,9,3.986187965046304,0.2,4,698.70465337132
dga,ceoggegeqtib,12,0,2.792481250360578,0.7142857142857143,0,1369.1171717171717
dga,uponlate,8,0,3.0,1.0,0,1592.8313492063492
dga,kbssqduobqrxlnsfipcm,20,0,3.884183719779189,0.17647058823529413,0,915.9454191033137
dga,nfwijlhfuugp,12,0,3.2516291673878226,0.3333333333333333,0,710.2474747474748
dga,t74dthmqwqme183wx1y3qy8nr,25,8,3.8936606896881854,0.0625,2,523.5914009661836
dga,bitcgxeqhuyd,12,0,3.584962500721156,0.3333333333333333,0,885.010101010101
dga,tatskkkyelut,12,0,2.792481250360578,0.3333333333333333,0,1190.5272727272727
dga,vlcetdyqsvxpxis,15,0,3.5068905956085192,0.15384615384615385,0,966.9561660561661
dga,braqcw1ybrqxm10bwet7jqfzgn,26,4,4.103909910282363,0.1,7,614.4036752136752
dga,korqb7dmmffz2hz7eddaktc5,24,4,3.9701755214643453,0.17647058823529413,6,681.1624396135265
dga,ba671d1be631a3dcf761bed552cfef3b,32,15,3.507048827786958,0.4166666666666667,3,582.7640008960574
dga,vlgwbroqcmyrvbd,15,0,3.506890595608518,0.07142857142857142,0,729.3111111111111
dga,spokeseven,10,0,2.6464393446710153,0.6666666666666666,0,1652.2259259259256
dga,bqmeifvaxcclfpv,15,0,3.5068905956085183,0.25,0,838.2396825396826
dga,10pyqnbm0bykj1d9qhmh1mri4nt,27,7,3.95822916866988,0.05263157894736842,1,550.0185185185186
dga,1kz1d4wge89fh1lblb9j12tkbov,27,9,4.060262039120378,0.125,1,454.25699905033235
dga,tahvrsqkybvmrnym,16,0,3.5,0.06666666666666667,0,867.495634920635
dga,joinhope,8,0,2.75,1.0,0,1355.2261904761906
dga,lvjstjnesjaj,12,0,2.751629167387823,0.2,0,1108.2540404040403
dga,ehfgkyteyenjaun,15,0,3.323231428797621,0.5,0,1194.5070818070817
dga,pickeasy,8,0,3.0,0.6,0,1344.1289682539684
dga,watchcolor,10,0,2.9219280948873623,0.42857142857142855,0,1279.0185185185185
dga,djlphjmxiemem,13,0,3.0269868333592873,0.3,0,967.5538073038073
dga,yardtuesday,11,0,2.9139770731827523,0.5714285714285714,0,1356.4606060606059
dga,cfjayocetfdqj,13,0,3.238901256602631,0.3,0,895.9547397047396
dga,eotdtjradaeqndt,15,0,3.0062389286533895,0.5,0,1418.137851037851
dga,ijjvbaozthkvxcmrpzswlvcwbi,26,0,4.056020968057881,0.18181818181818182,0,746.6867094017093
dga,nwabjvuluxdkvtiihs,18,0,3.8365916681089787,0.38461538461538464,0,893.1756535947711
dga,wrongmoon,9,0,2.4193819456463714,0.5,0,1320.1501322751324
dga,dreameasy,9,0,2.725480556997868,0.8,0,1661.7083333333333
dga,mcbksstivjvn,12,0,3.2516291673878226,0.09090909090909091,0,1009.3848484848485
dga,jgiudlpkpsjis,13,0,3.085055102756477,0.3,0,932.0200077700077
dga,lhynqmlvnidph,13,0,3.238901256602631,0.08333333333333333,0,860.4046231546231
dga,rjmnaapvjwjmk,13,0,3.0269868333592873,0.18181818181818182,0,754.1217948717949
dga,u55k4c1pvazr6ztcl2kc5a3,23,8,3.849223912390625,0.25,2,568.8353096179184
dga,kcqulthgydahal,14,0,3.378783493486176,0.2727272727272727,0,897.0805860805859
dga,uksffnnhuqwqrs,14,0,3.09306920777189,0.16666666666666666,0,810.2179487179487
dga,xobabanfojtshtsorusfueadzpt,27,0,3.8282375018429557,0.5,0,1170.9388414055081
dga,vtrlvmjefwvk,12,0,3.188721875540867,0.09090909090909091,0,774.3833333333333
dga,rwwgusaiuskwgcmdyovyhhuxypxg,28,0,3.91379956460568,0.2727272727272727,0,733.4727309727309
dga,wtiwvaumnujcvp,14,0,3.3787834934861767,0.4,0,855.2515262515261
dga,uyy729lzzchgzwa94tdl0do8,24,7,4.053508854797679,0.21428571428571427,4,523.4921497584542
dga,1p6u6ravxkhj49hknzt16oev7a,26,8,4.132944044980958,0.38461538461538464,1,618.3948717948718
dga,xqpwsgyxvkxcifjbdiuglf,22,0,3.970573095811684,0.15789473684210525,0,611.0078643578644
dga,ardseqpl3k9g8rybcc7wkvpl,24,4,4.16829583405449,0.1111111111111111,9,774.4014053579272
dga,ljzxhpnjaixwxsmreucaydmdq,25,0,4.133660689688185,0.25,0,855.934420289855
dga,oxwssnltsews,12,0,2.7516291673878226,0.2,0,1333.0762626262626
dga,fefbtnrduyun,12,0,3.084962500721156,0.3333333333333333,0,1057.169696969697
dga,puscrfdgtpdgxb,14,0,3.378783493486176,0.07692307692307693,0,839.9880952380953
dga,nsxnxpwcoweea,13,0,3.085055102756477,0.4444444444444444,0,1242.7653457653457
dga,ddxgptoknppflnvpzdzhh,21,0,3.4992275417233567,0.05,0,726.1794068504595
dga,wsimxkexvpnyyj,14,0,3.521640636343319,0.16666666666666666,0,780.6312576312577
dga,mojssutqr,9,0,2.94770277922009,0.2857142857142857,0,1080.7870370370372
dga,bypoaujftbbpqv,14,0,3.3248629576173574,0.2727272727272727,0,652.8214285714286
